rtt;x;y
66716;-9.8;-2.71
66652;-0.08;-9.85
55881;-7.33;-3.68
82849;-7.16;-9.74
61157;-5.63;7.55
49219;-1.63;-7.25
60161;-5.04;-7.23
56982;-8.32;-2.08
20335;-3.09;-0.11
52685;7.57;-2.52
